SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22021,1610612737,ATL,Atlanta Hawks,0022100816,2022-02-08,ATL vs. IND,W,240,52,90,0.578,17,33,0.515,12,16,0.75,10,33,43,36,8,7,16,26,133,21,1
22021,1610612738,BOS,Boston Celtics,0022100817,2022-02-08,BOS @ BKN,W,240,50,91,0.549,14,40,0.35,12,16,0.75,11,41,52,32,6,8,14,14,126,35,1
22021,1610612740,NOP,New Orleans Pelicans,0022100819,2022-02-08,NOP vs. HOU,W,240,42,80,0.525,8,32,0.25,18,20,0.9,8,35,43,27,10,10,19,29,110,13,1
22021,1610612742,DAL,Dallas Mavericks,0022100820,2022-02-08,DAL vs. DET,W,240,40,79,0.506,18,36,0.5,18,23,0.783,6,41,47,24,10,5,13,18,116,30,1
22021,1610612743,DEN,Denver Nuggets,0022100821,2022-02-08,DEN vs. NYK,W,240,46,85,0.541,16,39,0.41,24,31,0.774,12,40,52,31,5,1,13,18,132,17,1
22021,1610612745,HOU,Houston Rockets,0022100819,2022-02-08,HOU @ NOP,L,240,32,86,0.372,13,42,0.31,20,31,0.645,18,29,47,19,8,3,21,23,97,-13,1
22021,1610612746,LAC,LA Clippers,0022100818,2022-02-08,LAC @ MEM,L,240,40,89,0.449,11,31,0.355,18,24,0.75,11,29,40,25,8,7,17,17,109,-26,1
22021,1610612747,LAL,Los Angeles Lakers,0022100822,2022-02-08,LAL vs. MIL,L,240,44,85,0.518,10,32,0.313,18,30,0.6,12,29,41,28,7,6,16,20,116,-15,1
22021,1610612749,MIL,Milwaukee Bucks,0022100822,2022-02-08,MIL @ LAL,W,240,52,96,0.542,15,36,0.417,12,20,0.6,11,31,42,31,10,4,12,24,131,15,1
22021,1610612750,MIN,Minnesota Timberwolves,0022100824,2022-02-08,MIN @ SAC,W,240,50,104,0.481,22,44,0.5,12,17,0.706,16,33,49,34,10,4,14,24,134,20,1
22021,1610612751,BKN,Brooklyn Nets,0022100817,2022-02-08,BKN vs. BOS,L,240,38,99,0.384,10,36,0.278,5,13,0.385,15,25,40,22,6,4,14,18,91,-35,1
22021,1610612752,NYK,New York Knicks,0022100821,2022-02-08,NYK @ DEN,L,240,45,101,0.446,15,43,0.349,10,12,0.833,14,27,41,25,9,3,9,25,115,-17,1
22021,1610612753,ORL,Orlando Magic,0022100823,2022-02-08,ORL @ POR,W,240,44,90,0.489,19,38,0.5,6,8,0.75,10,40,50,34,8,7,15,18,113,18,1
22021,1610612754,IND,Indiana Pacers,0022100816,2022-02-08,IND @ ATL,L,240,37,93,0.398,10,31,0.323,28,33,0.848,18,25,43,22,10,4,13,16,112,-21,1
22021,1610612755,PHI,Philadelphia 76ers,0022100815,2022-02-08,PHI vs. PHX,L,240,41,89,0.461,10,32,0.313,17,18,0.944,6,38,44,24,7,4,15,22,109,-5,1
