SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22021,1610612739,CLE,Cleveland Cavaliers,0022100513,2021-12-28,CLE @ NOP,L,240,37,88,0.42,14,41,0.341,16,19,0.842,11,31,42,27,6,3,8,19,104,-4,1
22021,1610612740,NOP,New Orleans Pelicans,0022100513,2021-12-28,NOP vs. CLE,W,240,36,80,0.45,16,36,0.444,20,26,0.769,8,36,44,24,3,8,13,16,108,4,1
22021,1610612743,DEN,Denver Nuggets,0022100514,2021-12-28,DEN @ GSW,W,240,34,83,0.41,8,33,0.242,13,20,0.65,13,31,44,24,10,5,16,19,89,3,1
22021,1610612744,GSW,Golden State Warriors,0022100514,2021-12-28,GSW vs. DEN,L,240,30,72,0.417,10,32,0.313,16,31,0.516,8,35,43,20,8,2,17,20,86,-3,1
22021,1610612745,HOU,Houston Rockets,0022100511,2021-12-28,HOU vs. LAL,L,240,44,83,0.53,16,35,0.457,19,25,0.76,4,26,30,24,10,7,14,20,123,-9,1
22021,1610612747,LAL,Los Angeles Lakers,0022100511,2021-12-28,LAL @ HOU,W,240,48,92,0.522,14,34,0.412,22,29,0.759,14,34,48,27,8,6,12,23,132,9,1
22021,1610612748,MIA,Miami Heat,0022100509,2021-12-28,MIA vs. WAS,W,240,41,92,0.446,16,34,0.471,21,23,0.913,14,28,42,26,14,5,8,13,119,7,1
22021,1610612749,MIL,Milwaukee Bucks,0022100508,2021-12-28,MIL @ ORL,W,240,47,85,0.553,17,37,0.459,16,22,0.727,7,33,40,31,4,3,13,20,127,17,1
22021,1610612750,MIN,Minnesota Timberwolves,0022100512,2021-12-28,MIN vs. NYK,L,240,34,85,0.4,7,38,0.184,13,20,0.65,10,35,45,22,6,11,11,22,88,-8,1
22021,1610612752,NYK,New York Knicks,0022100512,2021-12-28,NYK @ MIN,W,240,37,90,0.411,16,40,0.4,6,16,0.375,15,39,54,20,5,4,16,20,96,8,1
22021,1610612753,ORL,Orlando Magic,0022100508,2021-12-28,ORL vs. MIL,L,240,38,83,0.458,12,39,0.308,22,26,0.846,7,30,37,24,7,4,13,25,110,-17,1
22021,1610612755,PHI,Philadelphia 76ers,0022100510,2021-12-28,PHI @ TOR,W,240,34,77,0.442,14,30,0.467,32,38,0.842,8,34,42,23,6,4,8,18,114,5,1
22021,1610612758,SAC,Sacramento Kings,0022100515,2021-12-28,SAC vs. OKC,W,240,40,95,0.421,17,39,0.436,20,27,0.741,11,46,57,25,3,9,10,22,117,6,1
22021,1610612760,OKC,Oklahoma City Thunder,0022100515,2021-12-28,OKC @ SAC,L,240,35,90,0.389,11,33,0.333,30,36,0.833,8,37,45,16,6,6,9,21,111,-6,1
22021,1610612761,TOR,Toronto Raptors,0022100510,2021-12-28,TOR vs. PHI,L,240,38,87,0.437,15,41,0.366,18,22,0.818,9,34,43,24,7,5,10,24,109,-5,1
22021,1610612764,WAS,Washington Wizards,0022100509,2021-12-28,WAS @ MIA,L,240,42,85,0.494,17,42,0.405,11,14,0.786,13,34,47,27,5,3,18,20,112,-7,1
22021,1610612737,ATL,Atlanta Hawks,0022100519,2021-12-29,ATL @ CHI,L,240,44,92,0.478,11,26,0.423,18,26,0.692,10,27,37,26,6,3,11,17,117,-14,1
22021,1610612738,BOS,Boston Celtics,0022100518,2021-12-29,BOS vs. LAC,L,240,35,101,0.347,4,42,0.095,8,11,0.727,21,29,50,19,8,8,8,16,82,-9,1
