SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22024,1610612739,CLE,Cleveland Cavaliers,0022400940,2025-03-11,CLE vs. BKN,W,240,39,89,0.438,10,42,0.238,21,25,0.84,12,36,48,23,7,4,15,10,109,5,1
22024,1610612740,NOP,New Orleans Pelicans,0022400943,2025-03-11,NOP vs. LAC,W,240,47,85,0.553,17,31,0.548,16,18,0.889,12,34,46,34,7,7,19,16,127,7,1
22024,1610612746,LAC,LA Clippers,0022400943,2025-03-11,LAC @ NOP,L,240,46,92,0.5,14,42,0.333,14,18,0.778,11,23,34,34,10,8,11,16,120,-7,1
22024,1610612749,MIL,Milwaukee Bucks,0022400942,2025-03-11,MIL @ IND,L,240,43,84,0.512,14,36,0.389,14,19,0.737,6,38,44,32,4,2,15,19,114,-1,1
22024,1610612751,BKN,Brooklyn Nets,0022400940,2025-03-11,BKN @ CLE,L,240,39,84,0.464,16,44,0.364,10,14,0.714,8,30,38,31,9,3,15,21,104,-5,1
22024,1610612754,IND,Indiana Pacers,0022400942,2025-03-11,IND vs. MIL,W,240,44,87,0.506,13,39,0.333,14,18,0.778,5,33,38,30,11,3,10,20,115,1,1
22024,1610612764,WAS,Washington Wizards,0022400941,2025-03-11,WAS @ DET,L,240,37,92,0.402,13,39,0.333,16,20,0.8,12,35,47,20,7,4,13,18,103,-20,1
22024,1610612765,DET,Detroit Pistons,0022400941,2025-03-11,DET vs. WAS,W,240,48,104,0.462,16,38,0.421,11,15,0.733,18,43,61,29,7,5,12,18,123,20,1
22024,1610612737,ATL,Atlanta Hawks,0022400945,2025-03-12,ATL vs. CHA,W,240,37,88,0.42,14,36,0.389,35,39,0.897,13,30,43,26,13,6,14,16,123,13,1
22024,1610612738,BOS,Boston Celtics,0022400946,2025-03-12,BOS vs. OKC,L,240,41,94,0.436,20,63,0.317,10,12,0.833,15,26,41,25,9,6,13,25,112,-6,1
22024,1610612742,DAL,Dallas Mavericks,0022400951,2025-03-12,DAL @ SAS,L,240,45,81,0.556,13,32,0.406,13,17,0.765,3,28,31,30,8,0,18,12,116,-10,1
22024,1610612743,DEN,Denver Nuggets,0022400952,2025-03-12,DEN vs. MIN,L,240,36,89,0.404,7,30,0.233,16,22,0.727,12,30,42,20,9,4,10,16,95,-20,1
22024,1610612745,HOU,Houston Rockets,0022400949,2025-03-12,HOU vs. PHX,W,240,40,88,0.455,12,38,0.316,19,25,0.76,11,27,38,25,11,3,9,19,111,7,1
22024,1610612746,LAC,LA Clippers,0022400948,2025-03-12,LAC @ MIA,W,240,45,76,0.592,13,27,0.481,16,24,0.667,11,34,45,24,7,0,18,10,119,15,1
22024,1610612748,MIA,Miami Heat,0022400948,2025-03-12,MIA vs. LAC,L,240,40,84,0.476,14,37,0.378,10,14,0.714,9,20,29,27,14,3,11,17,104,-15,1
22024,1610612750,MIN,Minnesota Timberwolves,0022400952,2025-03-12,MIN @ DEN,W,240,43,90,0.478,17,40,0.425,12,16,0.75,12,36,48,31,7,5,15,16,115,20,1
22024,1610612752,NYK,New York Knicks,0022400953,2025-03-12,NYK @ POR,W,265,44,94,0.468,12,31,0.387,14,20,0.7,11,27,38,27,12,7,15,21,114,1,1
22024,1610612755,PHI,Philadelphia 76ers,0022400947,2025-03-12,PHI @ TOR,L,240,41,96,0.427,7,35,0.2,16,22,0.727,10,30,40,19,13,11,9,20,105,-13,1
22024,1610612756,PHX,Phoenix Suns,0022400949,2025-03-12,PHX @ HOU,L,240,39,73,0.534,10,28,0.357,16,20,0.8,5,32,37,22,7,8,17,18,104,-7,1
22024,1610612757,POR,Portland Trail Blazers,0022400953,2025-03-12,POR vs. NYK,L,265,40,90,0.444,17,42,0.405,16,25,0.64,21,31,52,20,6,6,25,18,113,-1,1
22024,1610612759,SAS,San Antonio Spurs,0022400951,2025-03-12,SAS vs. DAL,W,240,50,94,0.532,11,35,0.314,15,16,0.938,13,34,47,32,11,2,16,19,126,10,1
22024,1610612760,OKC,Oklahoma City Thunder,0022400946,2025-03-12,OKC @ BOS,W,240,40,82,0.488,13,37,0.351,25,35,0.714,11,33,44,19,7,2,12,17,118,6,1
22024,1610612761,TOR,Toronto Raptors,0022400947,2025-03-12,TOR vs. PHI,W,240,44,100,0.44,16,40,0.4,14,18,0.778,17,42,59,33,7,5,22,17,118,13,1
22024,1610612762,UTA,Utah Jazz,0022400950,2025-03-12,UTA @ MEM,L,240,42,90,0.467,12,34,0.353,19,28,0.679,17,43,60,24,6,8,23,17,115,-7,1
22024,1610612763,MEM,Memphis Grizzlies,0022400950,2025-03-12,MEM vs. UTA,W,240,43,94,0.457,20,44,0.455,16,21,0.762,5,34,39,30,15,6,9,21,122,7,1
22024,1610612766,CHA,Charlotte Hornets,0022400945,2025-03-12,CHA @ ATL,L,240,40,88,0.455,14,35,0.4,16,18,0.889,10,37,47,29,9,9,21,26,110,-13,1
22024,1610612740,NOP,New Orleans Pelicans,0022401141,2025-03-13,NOP vs. ORL,L,240,35,79,0.443,7,25,0.28,16,21,0.762,11,29,40,23,3,4,13,16,93,-20,1
22024,1610612741,CHI,Chicago Bulls,0022400956,2025-03-13,CHI vs. BKN,W,240,41,90,0.456,11,37,0.297,23,26,0.885,13,34,47,24,8,4,8,16,116,6,1
22024,1610612744,GSW,Golden State Warriors,0022400957,2025-03-13,GSW vs. SAC,W,240,45,78,0.577,22,39,0.564,18,24,0.75,7,36,43,35,8,5,16,21,130,26,1
22024,1610612747,LAL,Los Angeles Lakers,0022400955,2025-03-13,LAL @ MIL,L,240,38,87,0.437,15,40,0.375,15,18,0.833,5,33,38,18,3,4,14,23,106,-20,1
22024,1610612749,MIL,Milwaukee Bucks,0022400955,2025-03-13,MIL vs. LAL,W,240,41,86,0.477,17,40,0.425,27,33,0.818,7,41,48,30,9,8,12,21,126,20,1
22024,1610612751,BKN,Brooklyn Nets,0022400956,2025-03-13,BKN @ CHI,L,240,43,96,0.448,11,34,0.324,13,18,0.722,15,35,50,32,6,7,9,26,110,-6,1
22024,1610612753,ORL,Orlando Magic,0022401141,2025-03-13,ORL @ NOP,W,240,43,83,0.518,13,33,0.394,14,18,0.778,8,31,39,25,7,7,11,20,113,20,1
22024,1610612758,SAC,Sacramento Kings,0022400957,2025-03-13,SAC @ GSW,L,240,37,79,0.468,14,37,0.378,16,22,0.727,5,25,30,25,7,4,15,15,104,-26,1
22024,1610612764,WAS,Washington Wizards,0022400954,2025-03-13,WAS @ DET,W,240,43,90,0.478,20,45,0.444,23,27,0.852,10,37,47,30,10,5,16,29,129,4,1
