SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22021,1610612737,ATL,Atlanta Hawks,0022101081,2022-03-22,ATL @ NYK,W,240,40,81,0.494,15,36,0.417,22,27,0.815,10,33,43,26,7,5,14,18,117,6,1
22021,1610612741,CHI,Chicago Bulls,0022101082,2022-03-22,CHI @ MIL,L,240,39,92,0.424,13,33,0.394,7,13,0.538,5,28,33,21,9,4,7,12,98,-28,1
22021,1610612743,DEN,Denver Nuggets,0022101083,2022-03-22,DEN vs. LAC,W,240,45,83,0.542,16,32,0.5,21,23,0.913,6,34,40,31,4,5,11,19,127,12,1
22021,1610612744,GSW,Golden State Warriors,0022101080,2022-03-22,GSW @ ORL,L,240,34,85,0.4,11,32,0.344,11,16,0.688,12,36,48,21,6,3,18,23,90,-4,1
22021,1610612746,LAC,LA Clippers,0022101083,2022-03-22,LAC @ DEN,L,240,42,86,0.488,10,32,0.313,21,26,0.808,6,29,35,27,3,7,6,19,115,-12,1
22021,1610612749,MIL,Milwaukee Bucks,0022101082,2022-03-22,MIL vs. CHI,W,240,50,82,0.61,12,28,0.429,14,20,0.7,5,48,53,26,4,6,15,12,126,28,1
22021,1610612752,NYK,New York Knicks,0022101081,2022-03-22,NYK vs. ATL,L,240,42,86,0.488,13,34,0.382,14,26,0.538,14,27,41,20,12,4,14,23,111,-6,1
22021,1610612753,ORL,Orlando Magic,0022101080,2022-03-22,ORL vs. GSW,W,240,34,79,0.43,10,36,0.278,16,20,0.8,6,33,39,25,9,6,14,14,94,4,1
22021,1610612737,ATL,Atlanta Hawks,0022101085,2022-03-23,ATL @ DET,L,240,37,92,0.402,14,44,0.318,13,15,0.867,9,31,40,21,8,3,14,17,101,-21,1
22021,1610612738,BOS,Boston Celtics,0022101087,2022-03-23,BOS vs. UTA,W,240,50,84,0.595,19,36,0.528,6,7,0.857,8,31,39,37,8,10,13,20,125,28,1
22021,1610612742,DAL,Dallas Mavericks,0022101092,2022-03-23,DAL vs. HOU,W,240,42,86,0.488,8,33,0.242,18,22,0.818,8,34,42,24,9,1,13,24,110,19,1
22021,1610612744,GSW,Golden State Warriors,0022101088,2022-03-23,GSW @ MIA,W,240,40,77,0.519,15,36,0.417,23,27,0.852,7,38,45,23,5,2,13,24,118,14,1
22021,1610612745,HOU,Houston Rockets,0022101092,2022-03-23,HOU @ DAL,L,240,33,82,0.402,4,28,0.143,21,28,0.75,12,33,45,17,8,5,16,21,91,-19,1
22021,1610612747,LAL,Los Angeles Lakers,0022101093,2022-03-23,LAL vs. PHI,L,240,50,97,0.515,11,30,0.367,10,16,0.625,11,34,45,25,6,3,12,19,121,-5,1
22021,1610612748,MIA,Miami Heat,0022101088,2022-03-23,MIA vs. GSW,L,240,37,85,0.435,14,36,0.389,16,21,0.762,8,26,34,26,8,1,10,19,104,-14,1
22021,1610612750,MIN,Minnesota Timberwolves,0022101090,2022-03-23,MIN vs. PHX,L,240,42,95,0.442,13,43,0.302,19,22,0.864,15,30,45,27,5,5,12,21,116,-9,1
22021,1610612751,BKN,Brooklyn Nets,0022101089,2022-03-23,BKN @ MEM,L,240,43,87,0.494,9,25,0.36,25,27,0.926,10,29,39,18,6,10,14,20,120,-12,1
22021,1610612752,NYK,New York Knicks,0022101084,2022-03-23,NYK @ CHA,W,240,43,83,0.518,20,45,0.444,15,17,0.882,6,34,40,30,5,3,9,17,121,15,1
22021,1610612753,ORL,Orlando Magic,0022101091,2022-03-23,ORL @ OKC,L,240,36,93,0.387,17,51,0.333,13,16,0.813,9,36,45,24,3,3,11,22,102,-16,1
22021,1610612754,IND,Indiana Pacers,0022101086,2022-03-23,IND vs. SAC,L,240,42,91,0.462,14,36,0.389,11,11,1.0,10,32,42,34,11,3,15,17,109,-1,1
22021,1610612755,PHI,Philadelphia 76ers,0022101093,2022-03-23,PHI @ LAL,W,240,47,91,0.516,10,27,0.37,22,28,0.786,8,35,43,26,7,5,7,13,126,5,1
22021,1610612756,PHX,Phoenix Suns,0022101090,2022-03-23,PHX @ MIN,W,240,45,86,0.523,12,33,0.364,23,29,0.793,11,32,43,30,6,9,13,20,125,9,1
22021,1610612757,POR,Portland Trail Blazers,0022101094,2022-03-23,POR vs. SAS,L,240,36,94,0.383,7,26,0.269,17,18,0.944,12,31,43,18,5,5,18,21,96,-37,1
22021,1610612758,SAC,Sacramento Kings,0022101086,2022-03-23,SAC @ IND,W,240,43,82,0.524,12,37,0.324,12,17,0.706,4,32,36,26,7,3,17,10,110,1,1
22021,1610612759,SAS,San Antonio Spurs,0022101094,2022-03-23,SAS @ POR,W,240,46,94,0.489,19,44,0.432,22,24,0.917,14,39,53,34,8,11,14,13,133,37,1
22021,1610612760,OKC,Oklahoma City Thunder,0022101091,2022-03-23,OKC vs. ORL,W,240,38,79,0.481,17,41,0.415,25,30,0.833,5,39,44,21,6,6,12,16,118,16,1
22021,1610612762,UTA,Utah Jazz,0022101087,2022-03-23,UTA @ BOS,L,240,35,88,0.398,8,36,0.222,19,21,0.905,16,24,40,13,8,1,14,14,97,-28,1
22021,1610612763,MEM,Memphis Grizzlies,0022101089,2022-03-23,MEM vs. BKN,W,240,47,101,0.465,19,38,0.5,19,22,0.864,16,30,46,28,8,7,13,22,132,12,1
22021,1610612765,DET,Detroit Pistons,0022101085,2022-03-23,DET vs. ATL,W,240,44,88,0.5,12,33,0.364,22,25,0.88,9,45,54,30,10,4,16,19,122,21,1
22021,1610612766,CHA,Charlotte Hornets,0022101084,2022-03-23,CHA vs. NYK,L,240,42,89,0.472,13,46,0.283,9,17,0.529,14,31,45,26,5,4,11,18,106,-15,1
22021,1610612739,CLE,Cleveland Cavaliers,0022101095,2022-03-24,CLE @ TOR,L,240,37,79,0.468,12,30,0.4,18,22,0.818,9,27,36,24,4,3,13,14,104,-13,1
22021,1610612740,NOP,New Orleans Pelicans,0022101098,2022-03-24,NOP vs. CHI,W,240,41,83,0.494,12,29,0.414,32,34,0.941,10,33,43,23,10,2,11,17,126,17,1
22021,1610612741,CHI,Chicago Bulls,0022101098,2022-03-24,CHI @ NOP,L,240,40,78,0.513,14,34,0.412,15,19,0.789,4,29,33,25,5,4,15,24,109,-17,1
22021,1610612743,DEN,Denver Nuggets,0022101099,2022-03-24,DEN vs. PHX,L,240,48,81,0.593,15,32,0.469,19,27,0.704,10,27,37,27,5,2,17,22,130,-10,1
22021,1610612749,MIL,Milwaukee Bucks,0022101097,2022-03-24,MIL vs. WAS,W,240,42,81,0.519,16,35,0.457,14,16,0.875,4,37,41,23,5,2,16,17,114,12,1
22021,1610612754,IND,Indiana Pacers,0022101096,2022-03-24,IND @ MEM,L,240,39,92,0.424,9,33,0.273,16,23,0.696,9,22,31,20,7,8,11,19,103,-30,1
22021,1610612756,PHX,Phoenix Suns,0022101099,2022-03-24,PHX @ DEN,W,240,52,86,0.605,13,27,0.481,23,29,0.793,5,24,29,32,7,3,9,23,140,10,1
22021,1610612761,TOR,Toronto Raptors,0022101095,2022-03-24,TOR vs. CLE,W,240,42,89,0.472,16,37,0.432,17,19,0.895,13,27,40,26,9,5,9,22,117,13,1
22021,1610612763,MEM,Memphis Grizzlies,0022101096,2022-03-24,MEM vs. IND,W,240,50,93,0.538,21,42,0.5,12,17,0.706,16,39,55,34,8,9,17,22,133,30,1
22021,1610612764,WAS,Washington Wizards,0022101097,2022-03-24,WAS @ MIL,L,240,43,92,0.467,11,38,0.289,5,9,0.556,12,29,41,25,9,1,11,17,102,-12,1
22021,1610612737,ATL,Atlanta Hawks,0022101102,2022-03-25,ATL vs. GSW,W,240,46,89,0.517,14,37,0.378,15,19,0.789,12,32,44,27,11,4,12,18,121,11,1
22021,1610612742,DAL,Dallas Mavericks,0022101104,2022-03-25,DAL @ MIN,L,240,35,90,0.389,10,43,0.233,15,19,0.789,10,35,45,21,4,5,11,19,95,-21,1
22021,1610612744,GSW,Golden State Warriors,0022101102,2022-03-25,GSW @ ATL,L,240,43,90,0.478,14,41,0.341,10,13,0.769,14,33,47,27,4,1,16,22,110,-11,1
22021,1610612745,HOU,Houston Rockets,0022101105,2022-03-25,HOU @ POR,W,240,43,83,0.518,19,45,0.422,20,23,0.87,9,28,37,27,12,3,16,22,125,19,1
22021,1610612746,LAC,LA Clippers,0022101106,2022-03-25,LAC vs. PHI,L,240,34,85,0.4,8,25,0.32,21,25,0.84,9,30,39,19,7,7,16,18,97,-25,1
22021,1610612748,MIA,Miami Heat,0022101103,2022-03-25,MIA vs. NYK,L,240,35,70,0.5,12,33,0.364,21,25,0.84,8,27,35,18,6,3,15,25,103,-8,1
22021,1610612750,MIN,Minnesota Timberwolves,0022101104,2022-03-25,MIN vs. DAL,W,240,43,84,0.512,11,32,0.344,19,24,0.792,6,39,45,26,4,2,9,21,116,21,1
22021,1610612752,NYK,New York Knicks,0022101103,2022-03-25,NYK @ MIA,W,240,36,82,0.439,17,50,0.34,22,28,0.786,17,25,42,23,8,2,11,24,111,8,1
22021,1610612755,PHI,Philadelphia 76ers,0022101106,2022-03-25,PHI @ LAC,W,240,43,92,0.467,15,35,0.429,21,24,0.875,12,40,52,23,12,8,13,18,122,25,1
22021,1610612757,POR,Portland Trail Blazers,0022101105,2022-03-25,POR vs. HOU,L,240,43,85,0.506,3,20,0.15,17,23,0.739,13,25,38,28,6,3,17,21,106,-19,1
22021,1610612762,UTA,Utah Jazz,0022101100,2022-03-25,UTA @ CHA,L,240,38,84,0.452,17,47,0.362,8,11,0.727,9,29,38,25,7,2,12,16,101,-6,1
22021,1610612764,WAS,Washington Wizards,0022101101,2022-03-25,WAS @ DET,W,240,36,83,0.434,9,30,0.3,19,21,0.905,5,40,45,23,6,7,17,15,100,3,1
