SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22021,1610612739,CLE,Cleveland Cavaliers,0022100976,2022-03-08,CLE @ IND,W,240,47,94,0.5,9,32,0.281,24,27,0.889,14,26,40,25,13,6,8,16,127,3,1
22021,1610612740,NOP,New Orleans Pelicans,0022100978,2022-03-08,NOP @ MEM,L,240,41,88,0.466,11,34,0.324,18,27,0.667,12,33,45,24,9,3,15,18,111,-21,1
22021,1610612744,GSW,Golden State Warriors,0022100980,2022-03-08,GSW vs. LAC,W,240,44,92,0.478,13,34,0.382,11,13,0.846,10,41,51,33,8,6,16,20,112,15,1
22021,1610612746,LAC,LA Clippers,0022100980,2022-03-08,LAC @ GSW,L,240,33,93,0.355,12,39,0.308,19,23,0.826,12,35,47,23,12,3,13,12,97,-15,1
22021,1610612749,MIL,Milwaukee Bucks,0022100979,2022-03-08,MIL @ OKC,W,240,53,100,0.53,20,40,0.5,16,20,0.8,16,37,53,35,10,4,13,18,142,27,1
22021,1610612751,BKN,Brooklyn Nets,0022100975,2022-03-08,BKN @ CHA,W,240,46,82,0.561,18,35,0.514,22,29,0.759,6,32,38,33,8,4,16,20,132,11,1
22021,1610612753,ORL,Orlando Magic,0022100977,2022-03-08,ORL vs. PHX,L,240,35,92,0.38,7,39,0.179,22,25,0.88,8,45,53,17,6,2,12,20,99,-3,1
22021,1610612754,IND,Indiana Pacers,0022100976,2022-03-08,IND vs. CLE,L,240,49,91,0.538,16,32,0.5,10,15,0.667,11,27,38,35,6,7,18,20,124,-3,1
22021,1610612756,PHX,Phoenix Suns,0022100977,2022-03-08,PHX @ ORL,W,240,35,92,0.38,13,37,0.351,19,23,0.826,7,45,52,24,7,6,10,20,102,3,1
22021,1610612760,OKC,Oklahoma City Thunder,0022100979,2022-03-08,OKC vs. MIL,L,240,42,84,0.5,16,39,0.41,15,21,0.714,6,30,36,26,6,5,16,20,115,-27,1
22021,1610612763,MEM,Memphis Grizzlies,0022100978,2022-03-08,MEM vs. NOP,W,240,48,101,0.475,16,44,0.364,20,24,0.833,15,37,52,30,8,6,12,20,132,21,1
22021,1610612766,CHA,Charlotte Hornets,0022100975,2022-03-08,CHA vs. BKN,L,240,45,92,0.489,13,41,0.317,18,22,0.818,10,31,41,26,12,3,15,24,121,-11,1
22021,1610612737,ATL,Atlanta Hawks,0022100984,2022-03-09,ATL @ MIL,L,240,43,86,0.5,11,38,0.289,18,22,0.818,7,37,44,26,6,3,9,20,115,-9,1
22021,1610612738,BOS,Boston Celtics,0022100981,2022-03-09,BOS @ CHA,W,240,46,93,0.495,12,37,0.324,11,14,0.786,16,31,47,30,10,8,11,20,115,14,1
22021,1610612740,NOP,New Orleans Pelicans,0022100987,2022-03-09,NOP vs. ORL,L,240,41,93,0.441,7,31,0.226,13,18,0.722,10,31,41,23,11,2,11,22,102,-6,1
22021,1610612741,CHI,Chicago Bulls,0022100982,2022-03-09,CHI @ DET,W,240,40,76,0.526,3,15,0.2,31,35,0.886,2,31,33,19,13,0,11,15,114,6,1
22021,1610612742,DAL,Dallas Mavericks,0022100988,2022-03-09,DAL vs. NYK,L,240,27,86,0.314,6,44,0.136,17,25,0.68,12,25,37,11,3,4,8,24,77,-30,1
22021,1610612743,DEN,Denver Nuggets,0022100991,2022-03-09,DEN @ SAC,W,240,40,82,0.488,9,35,0.257,17,19,0.895,10,41,51,26,11,3,20,20,106,6,1
22021,1610612745,HOU,Houston Rockets,0022100985,2022-03-09,HOU vs. LAL,W,265,52,102,0.51,17,40,0.425,18,19,0.947,10,40,50,25,7,4,20,21,139,9,1
22021,1610612746,LAC,LA Clippers,0022100992,2022-03-09,LAC vs. WAS,W,240,43,86,0.5,16,32,0.5,13,13,1.0,7,34,41,21,6,10,12,15,115,6,1
22021,1610612747,LAL,Los Angeles Lakers,0022100985,2022-03-09,LAL @ HOU,L,265,47,101,0.465,18,47,0.383,18,26,0.692,12,36,48,25,10,7,16,21,130,-9,1
22021,1610612748,MIA,Miami Heat,0022100983,2022-03-09,MIA vs. PHX,L,240,35,88,0.398,10,33,0.303,10,13,0.769,6,32,38,27,8,5,15,9,90,-21,1
22021,1610612749,MIL,Milwaukee Bucks,0022100984,2022-03-09,MIL vs. ATL,W,240,47,94,0.5,12,35,0.343,18,23,0.783,11,39,50,24,7,2,9,19,124,9,1
22021,1610612750,MIN,Minnesota Timberwolves,0022100986,2022-03-09,MIN vs. OKC,W,240,45,86,0.523,22,52,0.423,20,26,0.769,6,42,48,34,10,5,14,18,132,30,1
22021,1610612752,NYK,New York Knicks,0022100988,2022-03-09,NYK @ DAL,W,240,36,84,0.429,9,34,0.265,26,33,0.788,14,41,55,20,3,3,13,25,107,30,1
22021,1610612753,ORL,Orlando Magic,0022100987,2022-03-09,ORL @ NOP,W,240,36,76,0.474,14,37,0.378,22,26,0.846,7,38,45,25,4,1,19,20,108,6,1
22021,1610612756,PHX,Phoenix Suns,0022100983,2022-03-09,PHX @ MIA,W,240,45,99,0.455,11,37,0.297,10,10,1.0,14,41,55,26,8,5,15,18,111,21,1
22021,1610612757,POR,Portland Trail Blazers,0022100990,2022-03-09,POR @ UTA,L,240,29,89,0.326,9,36,0.25,18,22,0.818,9,27,36,19,4,2,10,23,85,-38,1
22021,1610612758,SAC,Sacramento Kings,0022100991,2022-03-09,SAC vs. DEN,L,240,38,85,0.447,12,34,0.353,12,18,0.667,8,30,38,24,11,5,16,22,100,-6,1
22021,1610612759,SAS,San Antonio Spurs,0022100989,2022-03-09,SAS vs. TOR,L,240,38,84,0.452,9,32,0.281,19,20,0.95,7,29,36,24,5,4,14,18,104,-15,1
22021,1610612760,OKC,Oklahoma City Thunder,0022100986,2022-03-09,OKC @ MIN,L,240,36,87,0.414,14,43,0.326,16,24,0.667,9,33,42,26,8,0,16,18,102,-30,1
22021,1610612761,TOR,Toronto Raptors,0022100989,2022-03-09,TOR @ SAS,W,240,41,85,0.482,11,30,0.367,26,28,0.929,13,34,47,12,7,1,10,23,119,15,1
